Region,Population,Year,Age
Aotea/Great Barrier local board area,65,2001,30-34 Years
Waiheke local board area,530,2001,30-34 Years
Waitemata local board area,6460,2001,30-34 Years
Whau local board area,5600,2001,30-34 Years
Albert-Eden local board area,8910,2001,30-34 Years
Puketapapa local board area,3790,2001,30-34 Years
Orakei local board area,5520,2001,30-34 Years
Maungakiekie-Tamaki local board area,6870,2001,30-34 Years
Howick local board area,6700,2001,30-34 Years
Mangere-Otahuhu local board area,5220,2001,30-34 Years
Otara-Papatoetoe local board area,5620,2001,30-34 Years
Manurewa local board area,6030,2001,30-34 Years
Papakura local board area,2940,2001,30-34 Years
Franklin local board area,3860,2001,30-34 Years
Thames-Coromandel district,1490,2001,30-34 Years
Hauraki district,1100,2001,30-34 Years
Waikato district,3910,2001,30-34 Years
Matamata-Piako district,2090,2001,30-34 Years
Hamilton city,9240,2001,30-34 Years
Waipa district,2730,2001,30-34 Years
Otorohanga district,740,2001,30-34 Years
South Waikato district,1760,2001,30-34 Years
Waitomo district,620,2001,30-34 Years
Taupo district,2400,2001,30-34 Years
Western Bay of Plenty district,2270,2001,30-34 Years
Tauranga city,6400,2001,30-34 Years
Rotorua district,4820,2001,30-34 Years
Whakatane district,2230,2001,30-34 Years
Kawerau district,510,2001,30-34 Years
Opotiki district,580,2001,30-34 Years
Gisborne district,3010,2001,30-34 Years
Wairoa district,560,2001,30-34 Years
Hastings district,4720,2001,30-34 Years
Napier city,3600,2001,30-34 Years
Central Hawke's Bay district,840,2001,30-34 Years
New Plymouth district,4520,2001,30-34 Years
Stratford district,570,2001,30-34 Years
South Taranaki district,2040,2001,30-34 Years
Ruapehu district,1200,2001,30-34 Years
Whanganui district,2700,2001,30-34 Years
Rangitikei district,1000,2001,30-34 Years
Manawatu district,1860,2001,30-34 Years
Palmerston North city,5480,2001,30-34 Years
Tararua district,1150,2001,30-34 Years
Horowhenua district,1790,2001,30-34 Years
Kapiti Coast district,2470,2001,30-34 Years
Porirua city,3980,2001,30-34 Years
Upper Hutt city,2760,2001,30-34 Years
Lower Hutt city,7990,2001,30-34 Years
Wellington city,16810,2001,30-34 Years
Masterton district,1400,2001,30-34 Years
Carterton district,420,2001,30-34 Years
South Wairarapa district,580,2001,30-34 Years
Tasman district,2930,2001,30-34 Years
Nelson city,3050,2001,30-34 Years
Marlborough district,2620,2001,30-34 Years
Kaikoura district,240,2001,30-34 Years
Buller district,610,2001,30-34 Years
Grey district,930,2001,30-34 Years
Westland district,590,2001,30-34 Years
Hurunui district,670,2001,30-34 Years
Waimakariri district,2800,2001,30-34 Years
Christchurch city,26230,2001,30-34 Years
Selwyn district,2100,2001,30-34 Years
Ashburton district,1660,2001,30-34 Years
Timaru district,2690,2001,30-34 Years
Mackenzie district,260,2001,30-34 Years
Waimate district,390,2001,30-34 Years
Chatham Islands territory,80,2001,30-34 Years
Waitaki district,1110,2001,30-34 Years
Central Otago district,780,2001,30-34 Years
Queenstown-Lakes district,1850,2001,30-34 Years
Dunedin city,7830,2001,30-34 Years
Clutha district,1130,2001,30-34 Years
Southland district,1980,2001,30-34 Years
Gore district,820,2001,30-34 Years
Invercargill city,3470,2001,30-34 Years
Area outside territorial authority,20,2001,30-34 Years
"Total, New Zealand by territorial authority/SA2",286010,2006,30-34 Years
Far North district,3040,2006,30-34 Years
Whangarei district,4390,2006,30-34 Years
Kaipara district,990,2006,30-34 Years
Auckland,103530,2006,30-34 Years
Rodney local board area,2880,2006,30-34 Years
Hibiscus and Bays local board area,4810,2006,30-34 Years
Upper Harbour local board area,2980,2006,30-34 Years
Kaipatiki local board area,6980,2006,30-34 Years
Devonport-Takapuna local board area,3570,2006,30-34 Years
Henderson-Massey local board area,8120,2006,30-34 Years
Waitakere Ranges local board area,3760,2006,30-34 Years
Aotea/Great Barrier local board area,50,2006,30-34 Years
Waiheke local board area,590,2006,30-34 Years
Waitemata local board area,7660,2006,30-34 Years
Whau local board area,5630,2006,30-34 Years
Albert-Eden local board area,8600,2006,30-34 Years
Puketapapa local board area,3670,2006,30-34 Years
Orakei local board area,5790,2006,30-34 Years
Maungakiekie-Tamaki local board area,6870,2006,30-34 Years
Howick local board area,7640,2006,30-34 Years
Mangere-Otahuhu local board area,5230,2006,30-34 Years
Otara-Papatoetoe local board area,5700,2006,30-34 Years
Manurewa local board area,6010,2006,30-34 Years
Papakura local board area,3140,2006,30-34 Years
Franklin local board area,3860,2006,30-34 Years
Thames-Coromandel district,1300,2006,30-34 Years
Hauraki district,890,2006,30-34 Years
Waikato district,3700,2006,30-34 Years
Matamata-Piako district,1830,2006,30-34 Years
Hamilton city,9580,2006,30-34 Years
Waipa district,2610,2006,30-34 Years
Otorohanga district,600,2006,30-34 Years
South Waikato district,1400,2006,30-34 Years
Waitomo district,590,2006,30-34 Years
Taupo district,2120,2006,30-34 Years
Western Bay of Plenty district,2130,2006,30-34 Years
Tauranga city,6720,2006,30-34 Years
Rotorua district,4530,2006,30-34 Years
Whakatane district,2130,2006,30-34 Years
Kawerau district,420,2006,30-34 Years
Opotiki district,450,2006,30-34 Years
Gisborne district,2780,2006,30-34 Years
Wairoa district,480,2006,30-34 Years
Hastings district,4490,2006,30-34 Years
Napier city,3580,2006,30-34 Years
Central Hawke's Bay district,750,2006,30-34 Years
New Plymouth district,4450,2006,30-34 Years
Stratford district,510,2006,30-34 Years
South Taranaki district,1710,2006,30-34 Years
Ruapehu district,880,2006,30-34 Years
Whanganui district,2500,2006,30-34 Years
Rangitikei district,810,2006,30-34 Years
Manawatu district,1580,2006,30-34 Years
Palmerston North city,5380,2006,30-34 Years
Tararua district,1110,2006,30-34 Years
Horowhenua district,1550,2006,30-34 Years
Kapiti Coast district,2280,2006,30-34 Years
Porirua city,3670,2006,30-34 Years
Upper Hutt city,2640,2006,30-34 Years
Lower Hutt city,7280,2006,30-34 Years
Wellington city,16980,2006,30-34 Years
Masterton district,1180,2006,30-34 Years
Carterton district,410,2006,30-34 Years
South Wairarapa district,550,2006,30-34 Years
Tasman district,2770,2006,30-34 Years
Nelson city,2840,2006,30-34 Years
Marlborough district,2620,2006,30-34 Years
Kaikoura district,230,2006,30-34 Years
Buller district,530,2006,30-34 Years
Grey district,850,2006,30-34 Years
Westland district,570,2006,30-34 Years
Hurunui district,610,2006,30-34 Years
Waimakariri district,2570,2006,30-34 Years
Christchurch city,25740,2006,30-34 Years
Selwyn district,2260,2006,30-34 Years
Ashburton district,1760,2006,30-34 Years
Timaru district,2450,2006,30-34 Years
Mackenzie district,240,2006,30-34 Years
Waimate district,380,2006,30-34 Years
Chatham Islands territory,60,2006,30-34 Years
Waitaki district,1110,2006,30-34 Years
Central Otago district,990,2006,30-34 Years
Queenstown-Lakes district,2650,2006,30-34 Years
Dunedin city,7260,2006,30-34 Years
Clutha district,1140,2006,30-34 Years
Southland district,1920,2006,30-34 Years
Gore district,710,2006,30-34 Years
Invercargill city,3230,2006,30-34 Years
Area outside territorial authority,20,2006,30-34 Years
"Total, New Zealand by territorial authority/SA2",271090,2013,30-34 Years
Far North district,2490,2013,30-34 Years
Whangarei district,3930,2013,30-34 Years
Kaipara district,920,2013,30-34 Years
Auckland,105060,2013,30-34 Years
Rodney local board area,2560,2013,30-34 Years
Hibiscus and Bays local board area,4530,2013,30-34 Years
Upper Harbour local board area,3770,2013,30-34 Years
Kaipatiki local board area,7410,2013,30-34 Years
Devonport-Takapuna local board area,3510,2013,30-34 Years
Henderson-Massey local board area,8550,2013,30-34 Years
Waitakere Ranges local board area,3290,2013,30-34 Years
Aotea/Great Barrier local board area,30,2013,30-34 Years
Waiheke local board area,400,2013,30-34 Years
Waitemata local board area,9170,2013,30-34 Years
Whau local board area,6070,2013,30-34 Years
Albert-Eden local board area,8080,2013,30-34 Years
Puketapapa local board area,4060,2013,30-34 Years
Orakei local board area,5120,2013,30-34 Years
Maungakiekie-Tamaki local board area,6580,2013,30-34 Years
Howick local board area,8950,2013,30-34 Years
Mangere-Otahuhu local board area,5010,2013,30-34 Years
Otara-Papatoetoe local board area,5730,2013,30-34 Years
Manurewa local board area,5880,2013,30-34 Years
Papakura local board area,3110,2013,30-34 Years
Franklin local board area,3260,2013,30-34 Years
Thames-Coromandel district,1000,2013,30-34 Years
Hauraki district,740,2013,30-34 Years
Waikato district,3490,2013,30-34 Years
Matamata-Piako district,1650,2013,30-34 Years
Hamilton city,10460,2013,30-34 Years
Waipa district,2480,2013,30-34 Years
Otorohanga district,580,2013,30-34 Years
South Waikato district,1170,2013,30-34 Years
Waitomo district,530,2013,30-34 Years
Taupo district,1960,2013,30-34 Years
Western Bay of Plenty district,1880,2013,30-34 Years
Tauranga city,6490,2013,30-34 Years
Rotorua district,3630,2013,30-34 Years
Whakatane district,1720,2013,30-34 Years
Kawerau district,290,2013,30-34 Years
Opotiki district,370,2013,30-34 Years
Gisborne district,2480,2013,30-34 Years
Wairoa district,410,2013,30-34 Years
Hastings district,3700,2013,30-34 Years
Napier city,2990,2013,30-34 Years
Central Hawke's Bay district,630,2013,30-34 Years
New Plymouth district,4300,2013,30-34 Years
Stratford district,530,2013,30-34 Years
South Taranaki district,1600,2013,30-34 Years
Ruapehu district,660,2013,30-34 Years
Whanganui district,2060,2013,30-34 Years
Rangitikei district,730,2013,30-34 Years
Manawatu district,1380,2013,30-34 Years
Palmerston North city,5250,2013,30-34 Years
Tararua district,860,2013,30-34 Years
Horowhenua district,1230,2013,30-34 Years
Kapiti Coast district,2000,2013,30-34 Years
Porirua city,3210,2013,30-34 Years
Upper Hutt city,2370,2013,30-34 Years
Lower Hutt city,6540,2013,30-34 Years
Wellington city,16090,2013,30-34 Years
Masterton district,1180,2013,30-34 Years
Carterton district,370,2013,30-34 Years
South Wairarapa district,420,2013,30-34 Years
Tasman district,2140,2013,30-34 Years
Nelson city,2550,2013,30-34 Years
Marlborough district,2280,2013,30-34 Years
Kaikoura district,170,2013,30-34 Years
Buller district,530,2013,30-34 Years
Grey district,660,2013,30-34 Years
Westland district,500,2013,30-34 Years
Hurunui district,610,2013,30-34 Years
Waimakariri district,2170,2013,30-34 Years
Christchurch city,22920,2013,30-34 Years
Selwyn district,2340,2013,30-34 Years
Ashburton district,2000,2013,30-34 Years
Timaru district,2100,2013,30-34 Years
Mackenzie district,260,2013,30-34 Years
Waimate district,320,2013,30-34 Years
Chatham Islands territory,30,2013,30-34 Years
Waitaki district,960,2013,30-34 Years
Central Otago district,920,2013,30-34 Years
Queenstown-Lakes district,2920,2013,30-34 Years
Dunedin city,6510,2013,30-34 Years
Clutha district,820,2013,30-34 Years
Southland district,1790,2013,30-34 Years
Gore district,600,2013,30-34 Years
Invercargill city,3130,2013,30-34 Years
Area outside territorial authority,5,2013,30-34 Years
"Total, New Zealand by territorial authority/SA2",338220,2018,30-34 Years
Far North district,3390,2018,30-34 Years
Whangarei district,5580,2018,30-34 Years
Kaipara district,1190,2018,30-34 Years
Auckland,130460,2018,30-34 Years
Rodney local board area,3850,2018,30-34 Years
Hibiscus and Bays local board area,6310,2018,30-34 Years
Upper Harbour local board area,5260,2018,30-34 Years
Kaipatiki local board area,8430,2018,30-34 Years
Devonport-Takapuna local board area,3910,2018,30-34 Years
Henderson-Massey local board area,10730,2018,30-34 Years
Waitakere Ranges local board area,3660,2018,30-34 Years
Aotea/Great Barrier local board area,40,2018,30-34 Years
Waiheke local board area,530,2018,30-34 Years
Waitemata local board area,11220,2018,30-34 Years
Whau local board area,7480,2018,30-34 Years
Albert-Eden local board area,9000,2018,30-34 Years
Puketapapa local board area,4960,2018,30-34 Years
Orakei local board area,5570,2018,30-34 Years
Maungakiekie-Tamaki local board area,7890,2018,30-34 Years
Howick local board area,10460,2018,30-34 Years
Mangere-Otahuhu local board area,6070,2018,30-34 Years
Otara-Papatoetoe local board area,7450,2018,30-34 Years
Manurewa local board area,8030,2018,30-34 Years
Papakura local board area,5420,2018,30-34 Years
Franklin local board area,4200,2018,30-34 Years
Thames-Coromandel district,1200,2018,30-34 Years
Hauraki district,1030,2018,30-34 Years
Waikato district,4710,2018,30-34 Years
Matamata-Piako district,1950,2018,30-34 Years
Hamilton city,13200,2018,30-34 Years
Waipa district,3220,2018,30-34 Years
Otorohanga district,760,2018,30-34 Years
South Waikato district,1420,2018,30-34 Years
Waitomo district,520,2018,30-34 Years
Taupo district,2320,2018,30-34 Years
Western Bay of Plenty district,2630,2018,30-34 Years
Tauranga city,9240,2018,30-34 Years
Rotorua district,4920,2018,30-34 Years
Whakatane district,2040,2018,30-34 Years
Kawerau district,400,2018,30-34 Years
Opotiki district,520,2018,30-34 Years
Gisborne district,2920,2018,30-34 Years
Wairoa district,430,2018,30-34 Years
Hastings district,4790,2018,30-34 Years
Napier city,3570,2018,30-34 Years
Central Hawke's Bay district,780,2018,30-34 Years
New Plymouth district,5070,2018,30-34 Years
Stratford district,620,2018,30-34 Years
South Taranaki district,1810,2018,30-34 Years
Ruapehu district,760,2018,30-34 Years
Whanganui district,2460,2018,30-34 Years
Rangitikei district,900,2018,30-34 Years
Manawatu district,1790,2018,30-34 Years
Palmerston North city,6040,2018,30-34 Years
Tararua district,970,2018,30-34 Years
Horowhenua district,1610,2018,30-34 Years
Kapiti Coast district,2390,2018,30-34 Years
Porirua city,3900,2018,30-34 Years
Upper Hutt city,3040,2018,30-34 Years
Lower Hutt city,8070,2018,30-34 Years
Wellington city,17340,2018,30-34 Years
Masterton district,1330,2018,30-34 Years
Carterton district,410,2018,30-34 Years
South Wairarapa district,520,2018,30-34 Years
Tasman district,2540,2018,30-34 Years
Nelson city,3180,2018,30-34 Years
Marlborough district,2640,2018,30-34 Years
Kaikoura district,240,2018,30-34 Years
Buller district,460,2018,30-34 Years
Grey district,730,2018,30-34 Years
Westland district,550,2018,30-34 Years
Hurunui district,780,2018,30-34 Years
Waimakariri district,3160,2018,30-34 Years
Christchurch city,28950,2018,30-34 Years
Selwyn district,4220,2018,30-34 Years
Ashburton district,2420,2018,30-34 Years
Timaru district,2620,2018,30-34 Years
Mackenzie district,380,2018,30-34 Years
Waimate district,420,2018,30-34 Years
Chatham Islands territory,45,2018,30-34 Years
Waitaki district,1200,2018,30-34 Years
Central Otago district,1320,2018,30-34 Years
Queenstown-Lakes district,4930,2018,30-34 Years
Dunedin city,7650,2018,30-34 Years
Clutha district,1060,2018,30-34 Years
Southland district,2110,2018,30-34 Years
Gore district,670,2018,30-34 Years
Invercargill city,3710,2018,30-34 Years
Area outside territorial authority,5,2018,30-34 Years
"Total, New Zealand by territorial authority/SA2",403660,2023,30-34 Years
Far North district,4340,2023,30-34 Years
Whangarei district,6570,2023,30-34 Years
Kaipara district,1540,2023,30-34 Years
Auckland,150430,2023,30-34 Years
Rodney local board area,5100,2023,30-34 Years
Hibiscus and Bays local board area,6640,2023,30-34 Years
Upper Harbour local board area,6230,2023,30-34 Years
Kaipatiki local board area,9120,2023,30-34 Years
Devonport-Takapuna local board area,3660,2023,30-34 Years
Henderson-Massey local board area,12010,2023,30-34 Years
Waitakere Ranges local board area,4150,2023,30-34 Years
Aotea/Great Barrier local board area,60,2023,30-34 Years
Waiheke local board area,660,2023,30-34 Years
Waitemata local board area,13140,2023,30-34 Years
Whau local board area,8230,2023,30-34 Years
Albert-Eden local board area,9720,2023,30-34 Years
Puketapapa local board area,5970,2023,30-34 Years
Orakei local board area,5610,2023,30-34 Years
Maungakiekie-Tamaki local board area,8760,2023,30-34 Years
Howick local board area,11400,2023,30-34 Years
Mangere-Otahuhu local board area,7000,2023,30-34 Years
Otara-Papatoetoe local board area,9750,2023,30-34 Years
