Region,Population,Year,Age
Upper Hutt City,2600,2038,25-29 Years
Lower Hutt City,7480,2038,25-29 Years
Wellington City,23780,2038,25-29 Years
Masterton District,1460,2038,25-29 Years
Carterton District,500,2038,25-29 Years
South Wairarapa District,520,2038,25-29 Years
Tasman District,2630,2038,25-29 Years
Nelson City,3120,2038,25-29 Years
Marlborough District,2590,2038,25-29 Years
Kaikoura District,210,2038,25-29 Years
Buller District,330,2038,25-29 Years
Grey District,760,2038,25-29 Years
Westland District,430,2038,25-29 Years
Hurunui District,630,2038,25-29 Years
Waimakariri District,3880,2038,25-29 Years
Christchurch City,30110,2038,25-29 Years
Selwyn District,6020,2038,25-29 Years
Ashburton District,2470,2038,25-29 Years
Timaru District,2440,2038,25-29 Years
Mackenzie District,310,2038,25-29 Years
Waimate District,320,2038,25-29 Years
Chatham Islands Territory,55,2038,25-29 Years
Waitaki District,1210,2038,25-29 Years
Central Otago District,1260,2038,25-29 Years
Queenstown-Lakes District,6220,2038,25-29 Years
Dunedin City,8880,2038,25-29 Years
Clutha District,870,2038,25-29 Years
Southland District,1900,2038,25-29 Years
Gore District,690,2038,25-29 Years
Invercargill City,3830,2038,25-29 Years
Far North District,3800,2043,25-29 Years
Whangarei District,5840,2043,25-29 Years
Kaipara District,1480,2043,25-29 Years
Auckland,144750,2043,25-29 Years
Thames-Coromandel District,1120,2043,25-29 Years
Hauraki District,830,2043,25-29 Years
Waikato District,6850,2043,25-29 Years
Matamata-Piako District,1920,2043,25-29 Years
Hamilton City,16830,2043,25-29 Years
Waipa District,3400,2043,25-29 Years
Otorohanga District,650,2043,25-29 Years
South Waikato District,1440,2043,25-29 Years
Waitomo District,460,2043,25-29 Years
Taupo District,2250,2043,25-29 Years
Western Bay of Plenty District,2980,2043,25-29 Years
Tauranga City,10870,2043,25-29 Years
Rotorua District,4670,2043,25-29 Years
Whakatane District,1890,2043,25-29 Years
Kawerau District,380,2043,25-29 Years
Opotiki District,480,2043,25-29 Years
Gisborne District,2710,2043,25-29 Years
Wairoa District,440,2043,25-29 Years
Hastings District,5260,2043,25-29 Years
Napier City,3620,2043,25-29 Years
Central Hawke's Bay District,740,2043,25-29 Years
New Plymouth District,5120,2043,25-29 Years
Stratford District,470,2043,25-29 Years
South Taranaki District,1530,2043,25-29 Years
Ruapehu District,510,2043,25-29 Years
Whanganui District,2270,2043,25-29 Years
Rangitikei District,770,2043,25-29 Years
Manawatu District,1810,2043,25-29 Years
Palmerston North City,7060,2043,25-29 Years
Tararua District,830,2043,25-29 Years
Horowhenua District,1700,2043,25-29 Years
Kapiti Coast District,2090,2043,25-29 Years
Porirua City,3820,2043,25-29 Years
Upper Hutt City,2570,2043,25-29 Years
Lower Hutt City,7140,2043,25-29 Years
Wellington City,21810,2043,25-29 Years
Masterton District,1520,2043,25-29 Years
Carterton District,410,2043,25-29 Years
South Wairarapa District,440,2043,25-29 Years
Tasman District,2180,2043,25-29 Years
Nelson City,2780,2043,25-29 Years
Marlborough District,2390,2043,25-29 Years
Kaikoura District,210,2043,25-29 Years
Buller District,280,2043,25-29 Years
Grey District,610,2043,25-29 Years
Westland District,430,2043,25-29 Years
Hurunui District,610,2043,25-29 Years
Waimakariri District,3930,2043,25-29 Years
Christchurch City,28760,2043,25-29 Years
Selwyn District,6390,2043,25-29 Years
Ashburton District,2410,2043,25-29 Years
Timaru District,2340,2043,25-29 Years
Mackenzie District,320,2043,25-29 Years
Waimate District,310,2043,25-29 Years
Chatham Islands Territory,45,2043,25-29 Years
Waitaki District,1140,2043,25-29 Years
Central Otago District,1300,2043,25-29 Years
Queenstown-Lakes District,6040,2043,25-29 Years
Dunedin City,8250,2043,25-29 Years
Clutha District,830,2043,25-29 Years
Southland District,1750,2043,25-29 Years
Gore District,590,2043,25-29 Years
Invercargill City,3520,2043,25-29 Years
Far North District,3470,2048,25-29 Years
Whangarei District,5570,2048,25-29 Years
Kaipara District,1410,2048,25-29 Years
Auckland,138500,2048,25-29 Years
Thames-Coromandel District,1000,2048,25-29 Years
Hauraki District,820,2048,25-29 Years
Waikato District,6770,2048,25-29 Years
Matamata-Piako District,2050,2048,25-29 Years
Hamilton City,17640,2048,25-29 Years
Waipa District,3400,2048,25-29 Years
Otorohanga District,570,2048,25-29 Years
South Waikato District,1400,2048,25-29 Years
Waitomo District,400,2048,25-29 Years
Taupo District,2200,2048,25-29 Years
Western Bay of Plenty District,3290,2048,25-29 Years
Tauranga City,11140,2048,25-29 Years
Rotorua District,4470,2048,25-29 Years
Whakatane District,1770,2048,25-29 Years
Kawerau District,340,2048,25-29 Years
Opotiki District,510,2048,25-29 Years
Gisborne District,2530,2048,25-29 Years
Wairoa District,410,2048,25-29 Years
Hastings District,5360,2048,25-29 Years
Napier City,3530,2048,25-29 Years
Central Hawke's Bay District,650,2048,25-29 Years
New Plymouth District,4930,2048,25-29 Years
Stratford District,490,2048,25-29 Years
South Taranaki District,1450,2048,25-29 Years
Ruapehu District,460,2048,25-29 Years
Whanganui District,2260,2048,25-29 Years
Rangitikei District,780,2048,25-29 Years
Manawatu District,1770,2048,25-29 Years
Palmerston North City,6880,2048,25-29 Years
Tararua District,750,2048,25-29 Years
Horowhenua District,1860,2048,25-29 Years
Kapiti Coast District,1980,2048,25-29 Years
Porirua City,3690,2048,25-29 Years
Upper Hutt City,2750,2048,25-29 Years
Lower Hutt City,6850,2048,25-29 Years
Wellington City,20520,2048,25-29 Years
Masterton District,1630,2048,25-29 Years
Carterton District,450,2048,25-29 Years
South Wairarapa District,470,2048,25-29 Years
Tasman District,2360,2048,25-29 Years
Nelson City,2550,2048,25-29 Years
Marlborough District,2250,2048,25-29 Years
Kaikoura District,210,2048,25-29 Years
Buller District,260,2048,25-29 Years
Grey District,610,2048,25-29 Years
Westland District,380,2048,25-29 Years
Hurunui District,540,2048,25-29 Years
Waimakariri District,3900,2048,25-29 Years
Christchurch City,29420,2048,25-29 Years
Selwyn District,6430,2048,25-29 Years
Ashburton District,2250,2048,25-29 Years
Timaru District,2150,2048,25-29 Years
Mackenzie District,360,2048,25-29 Years
Waimate District,320,2048,25-29 Years
Chatham Islands Territory,50,2048,25-29 Years
Waitaki District,900,2048,25-29 Years
Central Otago District,1410,2048,25-29 Years
Queenstown-Lakes District,6420,2048,25-29 Years
Dunedin City,8210,2048,25-29 Years
Clutha District,820,2048,25-29 Years
Southland District,1510,2048,25-29 Years
Gore District,510,2048,25-29 Years
Invercargill City,3250,2048,25-29 Years
Far North District,4340,2023,30-34 years
Whangarei District,6410,2023,30-34 years
Kaipara District,1630,2023,30-34 years
Auckland,140680,2023,30-34 years
Thames-Coromandel District,1530,2023,30-34 years
Hauraki District,1290,2023,30-34 years
Waikato District,6360,2023,30-34 years
Matamata-Piako District,2590,2023,30-34 years
Hamilton City,15740,2023,30-34 years
Waipa District,3910,2023,30-34 years
Otorohanga District,790,2023,30-34 years
South Waikato District,1820,2023,30-34 years
Waitomo District,650,2023,30-34 years
Taupo District,2650,2023,30-34 years
Western Bay of Plenty District,3920,2023,30-34 years
Tauranga City,11820,2023,30-34 years
Rotorua District,5630,2023,30-34 years
Whakatane District,2330,2023,30-34 years
Kawerau District,460,2023,30-34 years
Opotiki District,730,2023,30-34 years
Gisborne District,3510,2023,30-34 years
Wairoa District,580,2023,30-34 years
Hastings District,6310,2023,30-34 years
Napier City,4340,2023,30-34 years
Central Hawke's Bay District,890,2023,30-34 years
New Plymouth District,5710,2023,30-34 years
Stratford District,720,2023,30-34 years
South Taranaki District,1940,2023,30-34 years
Ruapehu District,910,2023,30-34 years
Whanganui District,3010,2023,30-34 years
Rangitikei District,1100,2023,30-34 years
Manawatu District,2210,2023,30-34 years
Palmerston North City,6520,2023,30-34 years
Tararua District,1150,2023,30-34 years
Horowhenua District,2140,2023,30-34 years
Kapiti Coast District,3030,2023,30-34 years
Porirua City,4490,2023,30-34 years
Upper Hutt City,3820,2023,30-34 years
Lower Hutt City,9530,2023,30-34 years
Wellington City,18330,2023,30-34 years
Masterton District,2090,2023,30-34 years
Carterton District,500,2023,30-34 years
South Wairarapa District,650,2023,30-34 years
Tasman District,3220,2023,30-34 years
Nelson City,3390,2023,30-34 years
Marlborough District,3360,2023,30-34 years
Kaikoura District,270,2023,30-34 years
Buller District,480,2023,30-34 years
Grey District,930,2023,30-34 years
Westland District,680,2023,30-34 years
Hurunui District,880,2023,30-34 years
Waimakariri District,4380,2023,30-34 years
Christchurch City,32150,2023,30-34 years
Selwyn District,6290,2023,30-34 years
Ashburton District,3020,2023,30-34 years
Timaru District,3210,2023,30-34 years
Mackenzie District,500,2023,30-34 years
Waimate District,510,2023,30-34 years
Chatham Islands Territory,75,2023,30-34 years
Waitaki District,1510,2023,30-34 years
Central Otago District,1890,2023,30-34 years
Queenstown-Lakes District,6840,2023,30-34 years
Dunedin City,8130,2023,30-34 years
Clutha District,1220,2023,30-34 years
Southland District,2360,2023,30-34 years
Gore District,870,2023,30-34 years
Invercargill City,3830,2023,30-34 years
Far North District,4050,2028,30-34 years
Whangarei District,6180,2028,30-34 years
Kaipara District,1430,2028,30-34 years
Auckland,135400,2028,30-34 years
Thames-Coromandel District,1370,2028,30-34 years
Hauraki District,1120,2028,30-34 years
Waikato District,5950,2028,30-34 years
Matamata-Piako District,2500,2028,30-34 years
Hamilton City,14760,2028,30-34 years
Waipa District,3760,2028,30-34 years
Otorohanga District,750,2028,30-34 years
South Waikato District,1850,2028,30-34 years
Waitomo District,650,2028,30-34 years
Taupo District,2300,2028,30-34 years
Western Bay of Plenty District,3540,2028,30-34 years
Tauranga City,10650,2028,30-34 years
Rotorua District,5210,2028,30-34 years
Whakatane District,2290,2028,30-34 years
Kawerau District,450,2028,30-34 years
Opotiki District,640,2028,30-34 years
Gisborne District,3240,2028,30-34 years
Wairoa District,610,2028,30-34 years
Hastings District,5910,2028,30-34 years
Napier City,3880,2028,30-34 years
Central Hawke's Bay District,810,2028,30-34 years
New Plymouth District,5000,2028,30-34 years
Stratford District,590,2028,30-34 years
South Taranaki District,1600,2028,30-34 years
Ruapehu District,800,2028,30-34 years
Whanganui District,2900,2028,30-34 years
Rangitikei District,930,2028,30-34 years
Manawatu District,2270,2028,30-34 years
Palmerston North City,6270,2028,30-34 years
Tararua District,1090,2028,30-34 years
Horowhenua District,2090,2028,30-34 years
Kapiti Coast District,2570,2028,30-34 years
Porirua City,4150,2028,30-34 years
Upper Hutt City,3440,2028,30-34 years
Lower Hutt City,9680,2028,30-34 years
Wellington City,20040,2028,30-34 years
Masterton District,1800,2028,30-34 years
Carterton District,480,2028,30-34 years
South Wairarapa District,590,2028,30-34 years
Tasman District,3130,2028,30-34 years
Nelson City,2950,2028,30-34 years
Marlborough District,3080,2028,30-34 years
Kaikoura District,240,2028,30-34 years
Buller District,440,2028,30-34 years
Grey District,750,2028,30-34 years
Westland District,550,2028,30-34 years
Hurunui District,790,2028,30-34 years
Waimakariri District,3800,2028,30-34 years
Christchurch City,29480,2028,30-34 years
Selwyn District,5290,2028,30-34 years
Ashburton District,2700,2028,30-34 years
Timaru District,2850,2028,30-34 years
Mackenzie District,430,2028,30-34 years
Waimate District,460,2028,30-34 years
Chatham Islands Territory,70,2028,30-34 years
Waitaki District,1450,2028,30-34 years
Central Otago District,1670,2028,30-34 years
Queenstown-Lakes District,4590,2028,30-34 years
Dunedin City,7010,2028,30-34 years
Clutha District,1180,2028,30-34 years
Southland District,2160,2028,30-34 years
Gore District,790,2028,30-34 years
Invercargill City,3470,2028,30-34 years
Far North District,3860,2033,30-34 years
Whangarei District,5650,2033,30-34 years
Kaipara District,1310,2033,30-34 years
Auckland,132560,2033,30-34 years
Thames-Coromandel District,1390,2033,30-34 years
Hauraki District,1020,2033,30-34 years
Waikato District,6040,2033,30-34 years
Matamata-Piako District,2180,2033,30-34 years
Hamilton City,13740,2033,30-34 years
Waipa District,3450,2033,30-34 years
Otorohanga District,680,2033,30-34 years
South Waikato District,1600,2033,30-34 years
Waitomo District,600,2033,30-34 years
Taupo District,2150,2033,30-34 years
Western Bay of Plenty District,3190,2033,30-34 years
Tauranga City,9490,2033,30-34 years
Rotorua District,4820,2033,30-34 years
Whakatane District,2070,2033,30-34 years
Kawerau District,430,2033,30-34 years
Opotiki District,600,2033,30-34 years
Gisborne District,3130,2033,30-34 years
Wairoa District,570,2033,30-34 years
Hastings District,5400,2033,30-34 years
Napier City,3790,2033,30-34 years
Central Hawke's Bay District,810,2033,30-34 years
New Plymouth District,4550,2033,30-34 years
Stratford District,550,2033,30-34 years
South Taranaki District,1730,2033,30-34 years
Ruapehu District,630,2033,30-34 years
Whanganui District,2500,2033,30-34 years
Rangitikei District,930,2033,30-34 years
Manawatu District,1780,2033,30-34 years
Palmerston North City,5820,2033,30-34 years
Tararua District,1010,2033,30-34 years
Horowhenua District,2060,2033,30-34 years
Kapiti Coast District,2480,2033,30-34 years
Porirua City,3980,2033,30-34 years
Upper Hutt City,2890,2033,30-34 years
Lower Hutt City,8700,2033,30-34 years
Wellington City,21530,2033,30-34 years
Masterton District,1570,2033,30-34 years
Carterton District,460,2033,30-34 years
South Wairarapa District,540,2033,30-34 years
Tasman District,3230,2033,30-34 years
Nelson City,2910,2033,30-34 years
Marlborough District,2670,2033,30-34 years
Kaikoura District,200,2033,30-34 years
Buller District,360,2033,30-34 years
Grey District,770,2033,30-34 years
Westland District,490,2033,30-34 years
Hurunui District,660,2033,30-34 years
Waimakariri District,3630,2033,30-34 years
Christchurch City,29720,2033,30-34 years
Selwyn District,4930,2033,30-34 years
Ashburton District,2470,2033,30-34 years
Timaru District,2440,2033,30-34 years
Mackenzie District,390,2033,30-34 years
Waimate District,420,2033,30-34 years
Chatham Islands Territory,65,2033,30-34 years
Waitaki District,1410,2033,30-34 years
Central Otago District,1230,2033,30-34 years
Queenstown-Lakes District,4310,2033,30-34 years
Dunedin City,7380,2033,30-34 years
Clutha District,1110,2033,30-34 years
Southland District,2110,2033,30-34 years
Gore District,640,2033,30-34 years
Invercargill City,3520,2033,30-34 years
Far North District,4200,2038,30-34 years
Whangarei District,6180,2038,30-34 years
Kaipara District,1350,2038,30-34 years
Auckland,142440,2038,30-34 years
Thames-Coromandel District,1360,2038,30-34 years
Hauraki District,940,2038,30-34 years
Waikato District,6770,2038,30-34 years
Matamata-Piako District,2160,2038,30-34 years
Hamilton City,15180,2038,30-34 years
Waipa District,3550,2038,30-34 years
Otorohanga District,720,2038,30-34 years
South Waikato District,1520,2038,30-34 years
Waitomo District,560,2038,30-34 years
Taupo District,2440,2038,30-34 years
Western Bay of Plenty District,3370,2038,30-34 years
Tauranga City,10920,2038,30-34 years
Rotorua District,5120,2038,30-34 years
Whakatane District,2220,2038,30-34 years
Kawerau District,410,2038,30-34 years
Opotiki District,620,2038,30-34 years
Gisborne District,3090,2038,30-34 years
Wairoa District,560,2038,30-34 years
Hastings District,5780,2038,30-34 years
Napier City,3820,2038,30-34 years
Central Hawke's Bay District,870,2038,30-34 years
New Plymouth District,5410,2038,30-34 years
Stratford District,480,2038,30-34 years
South Taranaki District,1710,2038,30-34 years
