Region,Population,Year,Age,65 and over,Generation
Wellington City,3690,2006,70-74 Years,True,Silent
Lower Hutt City,2570,2006,70-74 Years,True,Silent
Upper Hutt City,1190,2006,70-74 Years,True,Silent
Porirua City,950,2006,70-74 Years,True,Silent
Hurunui District,370,2006,70-74 Years,True,Silent
Otara-Papatoetoe Local Board Area,1440,2006,70-74 Years,True,Silent
Gore District,500,2006,70-74 Years,True,Silent
Central Hawke's Bay District,400,2001,70-74 Years,True,Silent
Ashburton District,1100,2001,70-74 Years,True,Silent
Selwyn District,660,2001,70-74 Years,True,Silent
Christchurch City,11720,2001,70-74 Years,True,Silent
Waimakariri District,1300,2001,70-74 Years,True,Silent
Hurunui District,380,2001,70-74 Years,True,Silent
Westland District,240,2001,70-74 Years,True,Silent
Grey District,430,2001,70-74 Years,True,Silent
Buller District,410,2001,70-74 Years,True,Silent
Kaikoura District,150,2001,70-74 Years,True,Silent
Marlborough District,1670,2001,70-74 Years,True,Silent
Nelson City,1510,2001,70-74 Years,True,Silent
Tasman District,1390,2001,70-74 Years,True,Silent
South Wairarapa District,370,2001,70-74 Years,True,Silent
Mangere-Otahuhu Local Board Area,1270,2006,70-74 Years,True,Silent
Timaru District,1960,2001,70-74 Years,True,Silent
Masterton District,960,2001,70-74 Years,True,Silent
Lower Hutt City,2610,2001,70-74 Years,True,Silent
Upper Hutt City,1170,2001,70-74 Years,True,Silent
Porirua City,950,2001,70-74 Years,True,Silent
Kapiti Coast District,2530,2001,70-74 Years,True,Silent
Horowhenua District,1510,2001,70-74 Years,True,Silent
Tararua District,610,2001,70-74 Years,True,Silent
Palmerston North City,2170,2001,70-74 Years,True,Silent
Manawatu District,810,2001,70-74 Years,True,Silent
Rangitikei District,540,2001,70-74 Years,True,Silent
Whanganui District,1840,2001,70-74 Years,True,Silent
Ruapehu District,390,2001,70-74 Years,True,Silent
South Taranaki District,930,2001,70-74 Years,True,Silent
Stratford District,360,2001,70-74 Years,True,Silent
New Plymouth District,2590,2001,70-74 Years,True,Silent
Wellington City,3690,2001,70-74 Years,True,Silent
Mackenzie District,150,2001,70-74 Years,True,Silent
Carterton District,280,2001,70-74 Years,True,Silent
Chatham Islands Territory,10,2001,70-74 Years,True,Silent
Waimate District,340,2001,70-74 Years,True,Silent
Howick Local Board Area,2860,2006,70-74 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1380,2006,70-74 Years,True,Silent
Orakei Local Board Area,2030,2006,70-74 Years,True,Silent
Puketapapa Local Board Area,1280,2006,70-74 Years,True,Silent
Albert-Eden Local Board Area,1570,2006,70-74 Years,True,Silent
Whau Local Board Area,2000,2006,70-74 Years,True,Silent
Waitemata Local Board Area,860,2006,70-74 Years,True,Silent
Waiheke Local Board Area,240,2006,70-74 Years,True,Silent
Waitakere Ranges Local Board Area,880,2006,70-74 Years,True,Silent
Henderson-Massey Local Board Area,2400,2006,70-74 Years,True,Silent
Devonport-Takapuna Local Board Area,1600,2006,70-74 Years,True,Silent
Kaipatiki Local Board Area,1800,2006,70-74 Years,True,Silent
Upper Harbour Local Board Area,860,2006,70-74 Years,True,Silent
Hibiscus And Bays Local Board Area,2930,2006,70-74 Years,True,Silent
Aotea/great Barrier Local Board Area,45,2006,70-74 Years,True,Silent
Auckland,30760,2006,70-74 Years,True,Silent
Rodney Local Board Area,1450,2006,70-74 Years,True,Silent
Central Otago District,720,2001,70-74 Years,True,Silent
Queenstown-Lakes District,510,2001,70-74 Years,True,Silent
Dunedin City,4000,2001,70-74 Years,True,Silent
Clutha District,640,2001,70-74 Years,True,Silent
Southland District,900,2001,70-74 Years,True,Silent
Gore District,490,2001,70-74 Years,True,Silent
Waitaki District,1010,2001,70-74 Years,True,Silent
Area Outside Territorial Authority,5,2001,70-74 Years,True,Silent
"Total, New Zealand",120170,2006,70-74 Years,True,Silent
Far North District,1990,2006,70-74 Years,True,Silent
Whangarei District,2710,2006,70-74 Years,True,Silent
Kaipara District,660,2006,70-74 Years,True,Silent
Invercargill City,1850,2001,70-74 Years,True,Silent
Area Outside Territorial Authority,0,2013,75-79 Years,True,Silent
"Total, New Zealand",135870,2018,75-79 Years,True,Silent
Far North District,2280,2018,75-79 Years,True,Silent
Whangarei District,3370,2018,75-79 Years,True,Silent
Kaipara District,950,2018,75-79 Years,True,Silent
Auckland,36010,2018,75-79 Years,True,Silent
Upper Harbour Local Board Area,1410,2018,75-79 Years,True,Silent
Hibiscus And Bays Local Board Area,3670,2018,75-79 Years,True,Silent
Kaipatiki Local Board Area,2050,2018,75-79 Years,True,Silent
Devonport-Takapuna Local Board Area,1780,2018,75-79 Years,True,Silent
Henderson-Massey Local Board Area,2210,2018,75-79 Years,True,Silent
Invercargill City,1600,2013,75-79 Years,True,Silent
Rodney Local Board Area,2060,2018,75-79 Years,True,Silent
Gore District,460,2013,75-79 Years,True,Silent
Westland District,190,2013,75-79 Years,True,Silent
Clutha District,450,2013,75-79 Years,True,Silent
Dunedin City,3250,2013,75-79 Years,True,Silent
Queenstown-Lakes District,460,2013,75-79 Years,True,Silent
Central Otago District,690,2013,75-79 Years,True,Silent
Waitaki District,810,2013,75-79 Years,True,Silent
Chatham Islands Territory,15,2013,75-79 Years,True,Silent
Waimate District,290,2013,75-79 Years,True,Silent
Mackenzie District,130,2013,75-79 Years,True,Silent
Timaru District,1680,2013,75-79 Years,True,Silent
Ashburton District,960,2013,75-79 Years,True,Silent
Selwyn District,800,2013,75-79 Years,True,Silent
Christchurch City,9110,2013,75-79 Years,True,Silent
Waimakariri District,1470,2013,75-79 Years,True,Silent
Hurunui District,360,2013,75-79 Years,True,Silent
Southland District,730,2013,75-79 Years,True,Silent
Waitakere Ranges Local Board Area,950,2018,75-79 Years,True,Silent
Hastings District,2640,2018,75-79 Years,True,Silent
Waiheke Local Board Area,360,2018,75-79 Years,True,Silent
Grey District,390,2013,75-79 Years,True,Silent
Wairoa District,250,2018,75-79 Years,True,Silent
Gisborne District,1340,2018,75-79 Years,True,Silent
Opotiki District,290,2018,75-79 Years,True,Silent
Kawerau District,300,2018,75-79 Years,True,Silent
Whakatane District,1190,2018,75-79 Years,True,Silent
Rotorua District,1990,2018,75-79 Years,True,Silent
Tauranga City,5500,2018,75-79 Years,True,Silent
Western Bay of Plenty District,2120,2018,75-79 Years,True,Silent
Taupo District,1390,2018,75-79 Years,True,Silent
Waitomo District,270,2018,75-79 Years,True,Silent
South Waikato District,770,2018,75-79 Years,True,Silent
Otorohanga District,280,2018,75-79 Years,True,Silent
Waipa District,1880,2018,75-79 Years,True,Silent
Hamilton City,3530,2018,75-79 Years,True,Silent
Matamata-Piako District,1410,2018,75-79 Years,True,Silent
Waikato District,1700,2018,75-79 Years,True,Silent
Waitemata Local Board Area,1160,2018,75-79 Years,True,Silent
Whau Local Board Area,1910,2018,75-79 Years,True,Silent
Albert-Eden Local Board Area,1790,2018,75-79 Years,True,Silent
Puketapapa Local Board Area,1410,2018,75-79 Years,True,Silent
Orakei Local Board Area,2530,2018,75-79 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1550,2018,75-79 Years,True,Silent
Aotea/great Barrier Local Board Area,40,2018,75-79 Years,True,Silent
Howick Local Board Area,3670,2018,75-79 Years,True,Silent
Otara-Papatoetoe Local Board Area,1360,2018,75-79 Years,True,Silent
Manurewa Local Board Area,1460,2018,75-79 Years,True,Silent
Papakura Local Board Area,1080,2018,75-79 Years,True,Silent
Franklin Local Board Area,2240,2018,75-79 Years,True,Silent
Thames-Coromandel District,1720,2018,75-79 Years,True,Silent
Hauraki District,940,2018,75-79 Years,True,Silent
Mangere-Otahuhu Local Board Area,1320,2018,75-79 Years,True,Silent
Buller District,330,2013,75-79 Years,True,Silent
Taupo District,1020,2013,75-79 Years,True,Silent
Marlborough District,1510,2013,75-79 Years,True,Silent
Waipa District,1440,2013,75-79 Years,True,Silent
Hamilton City,2930,2013,75-79 Years,True,Silent
Matamata-Piako District,1120,2013,75-79 Years,True,Silent
Waikato District,1220,2013,75-79 Years,True,Silent
Hauraki District,770,2013,75-79 Years,True,Silent
Thames-Coromandel District,1230,2013,75-79 Years,True,Silent
Franklin Local Board Area,1550,2013,75-79 Years,True,Silent
Papakura Local Board Area,900,2013,75-79 Years,True,Silent
Manurewa Local Board Area,1180,2013,75-79 Years,True,Silent
Otara-Papatoetoe Local Board Area,1210,2013,75-79 Years,True,Silent
Mangere-Otahuhu Local Board Area,1050,2013,75-79 Years,True,Silent
Howick Local Board Area,2880,2013,75-79 Years,True,Silent
Maungakiekie-Tamaki Local Board Area,1290,2013,75-79 Years,True,Silent
Orakei Local Board Area,1970,2013,75-79 Years,True,Silent
Otorohanga District,220,2013,75-79 Years,True,Silent
Puketapapa Local Board Area,1150,2013,75-79 Years,True,Silent
Whau Local Board Area,1780,2013,75-79 Years,True,Silent
Waitemata Local Board Area,770,2013,75-79 Years,True,Silent
Waiheke Local Board Area,220,2013,75-79 Years,True,Silent
Aotea/great Barrier Local Board Area,35,2013,75-79 Years,True,Silent
Waitakere Ranges Local Board Area,750,2013,75-79 Years,True,Silent
Henderson-Massey Local Board Area,2180,2013,75-79 Years,True,Silent
Devonport-Takapuna Local Board Area,1420,2013,75-79 Years,True,Silent
Kaipatiki Local Board Area,1640,2013,75-79 Years,True,Silent
Upper Harbour Local Board Area,1020,2013,75-79 Years,True,Silent
Hibiscus And Bays Local Board Area,2960,2013,75-79 Years,True,Silent
Rodney Local Board Area,1400,2013,75-79 Years,True,Silent
Auckland,28860,2013,75-79 Years,True,Silent
Kaipara District,630,2013,75-79 Years,True,Silent
Whangarei District,2590,2013,75-79 Years,True,Silent
Albert-Eden Local Board Area,1510,2013,75-79 Years,True,Silent
Kaikoura District,120,2013,75-79 Years,True,Silent
South Waikato District,660,2013,75-79 Years,True,Silent
Western Bay of Plenty District,1570,2013,75-79 Years,True,Silent
Nelson City,1450,2013,75-79 Years,True,Silent
Tasman District,1510,2013,75-79 Years,True,Silent
South Wairarapa District,320,2013,75-79 Years,True,Silent
Carterton District,260,2013,75-79 Years,True,Silent
Masterton District,840,2013,75-79 Years,True,Silent
Wellington City,3100,2013,75-79 Years,True,Silent
Lower Hutt City,2220,2013,75-79 Years,True,Silent
Upper Hutt City,1060,2013,75-79 Years,True,Silent
Porirua City,850,2013,75-79 Years,True,Silent
Kapiti Coast District,2400,2013,75-79 Years,True,Silent
Horowhenua District,1370,2013,75-79 Years,True,Silent
Tararua District,520,2013,75-79 Years,True,Silent
Palmerston North City,1940,2013,75-79 Years,True,Silent
Manawatu District,810,2013,75-79 Years,True,Silent
Waitomo District,220,2013,75-79 Years,True,Silent
Rangitikei District,490,2013,75-79 Years,True,Silent
Ruapehu District,260,2013,75-79 Years,True,Silent
South Taranaki District,730,2013,75-79 Years,True,Silent
Stratford District,280,2013,75-79 Years,True,Silent
New Plymouth District,2340,2013,75-79 Years,True,Silent
Central Hawke's Bay District,360,2013,75-79 Years,True,Silent
Napier City,2010,2013,75-79 Years,True,Silent
Hastings District,2030,2013,75-79 Years,True,Silent
Wairoa District,240,2013,75-79 Years,True,Silent
Gisborne District,1110,2013,75-79 Years,True,Silent
Opotiki District,280,2013,75-79 Years,True,Silent
Kawerau District,210,2013,75-79 Years,True,Silent
Whakatane District,950,2013,75-79 Years,True,Silent
Rotorua District,1570,2013,75-79 Years,True,Silent
Tauranga City,4190,2013,75-79 Years,True,Silent
Whanganui District,1550,2013,75-79 Years,True,Silent
Napier City,2340,2018,75-79 Years,True,Silent
Area Outside Territorial Authority,5,2023,75-79 Years,True,Baby Boomer
New Plymouth District,2660,2018,75-79 Years,True,Silent
Tararua District,760,2023,75-79 Years,True,Baby Boomer
Palmerston North City,2710,2023,75-79 Years,True,Baby Boomer
Manawatu District,1320,2023,75-79 Years,True,Baby Boomer
Rangitikei District,680,2023,75-79 Years,True,Baby Boomer
Whanganui District,2240,2023,75-79 Years,True,Baby Boomer
Ruapehu District,460,2023,75-79 Years,True,Baby Boomer
South Taranaki District,1040,2023,75-79 Years,True,Baby Boomer
Stratford District,390,2023,75-79 Years,True,Baby Boomer
New Plymouth District,3360,2023,75-79 Years,True,Baby Boomer
Central Hawke's Bay District,680,2023,75-79 Years,True,Baby Boomer
Napier City,3030,2023,75-79 Years,True,Baby Boomer
Hastings District,3400,2023,75-79 Years,True,Baby Boomer
Wairoa District,330,2023,75-79 Years,True,Baby Boomer
Gisborne District,1650,2023,75-79 Years,True,Baby Boomer
Horowhenua District,2140,2023,75-79 Years,True,Baby Boomer
Opotiki District,380,2023,75-79 Years,True,Baby Boomer
Whakatane District,1490,2023,75-79 Years,True,Baby Boomer
Rotorua District,2290,2023,75-79 Years,True,Baby Boomer
Tauranga City,7000,2023,75-79 Years,True,Baby Boomer
Western Bay of Plenty District,2840,2023,75-79 Years,True,Baby Boomer
Taupo District,1880,2023,75-79 Years,True,Baby Boomer
Waitomo District,330,2023,75-79 Years,True,Baby Boomer
South Waikato District,950,2023,75-79 Years,True,Baby Boomer
Otorohanga District,350,2023,75-79 Years,True,Baby Boomer
Waipa District,2510,2023,75-79 Years,True,Baby Boomer
Hamilton City,4490,2023,75-79 Years,True,Baby Boomer
Matamata-Piako District,1620,2023,75-79 Years,True,Baby Boomer
Waikato District,2380,2023,75-79 Years,True,Baby Boomer
Hauraki District,1260,2023,75-79 Years,True,Baby Boomer
Thames-Coromandel District,2500,2023,75-79 Years,True,Baby Boomer
Kawerau District,380,2023,75-79 Years,True,Baby Boomer
Franklin Local Board Area,2820,2023,75-79 Years,True,Baby Boomer
Kapiti Coast District,3520,2023,75-79 Years,True,Baby Boomer
Upper Hutt City,1490,2023,75-79 Years,True,Baby Boomer
Far North District,1800,2013,75-79 Years,True,Silent
Invercargill City,2050,2023,75-79 Years,True,Baby Boomer
Gore District,570,2023,75-79 Years,True,Baby Boomer
Southland District,1120,2023,75-79 Years,True,Baby Boomer
Clutha District,730,2023,75-79 Years,True,Baby Boomer
Dunedin City,4680,2023,75-79 Years,True,Baby Boomer
Queenstown-Lakes District,1140,2023,75-79 Years,True,Baby Boomer
Central Otago District,1250,2023,75-79 Years,True,Baby Boomer
Waitaki District,1150,2023,75-79 Years,True,Baby Boomer
Chatham Islands Territory,10,2023,75-79 Years,True,Baby Boomer
Waimate District,420,2023,75-79 Years,True,Baby Boomer
Mackenzie District,170,2023,75-79 Years,True,Baby Boomer
Timaru District,2230,2023,75-79 Years,True,Baby Boomer
Ashburton District,1440,2023,75-79 Years,True,Baby Boomer
Porirua City,1600,2023,75-79 Years,True,Baby Boomer
Selwyn District,1930,2023,75-79 Years,True,Baby Boomer
Waimakariri District,3240,2023,75-79 Years,True,Baby Boomer
Hurunui District,700,2023,75-79 Years,True,Baby Boomer
Westland District,390,2023,75-79 Years,True,Baby Boomer
Grey District,580,2023,75-79 Years,True,Baby Boomer
Buller District,570,2023,75-79 Years,True,Baby Boomer
Kaikoura District,220,2023,75-79 Years,True,Baby Boomer
Marlborough District,2680,2023,75-79 Years,True,Baby Boomer
Nelson City,2570,2023,75-79 Years,True,Baby Boomer
Tasman District,2890,2023,75-79 Years,True,Baby Boomer
South Wairarapa District,610,2023,75-79 Years,True,Baby Boomer
Carterton District,610,2023,75-79 Years,True,Baby Boomer
Masterton District,1290,2023,75-79 Years,True,Baby Boomer
Wellington City,4740,2023,75-79 Years,True,Baby Boomer
Lower Hutt City,3130,2023,75-79 Years,True,Baby Boomer
Christchurch City,12130,2023,75-79 Years,True,Baby Boomer
Central Hawke's Bay District,500,2018,75-79 Years,True,Silent
Papakura Local Board Area,1480,2023,75-79 Years,True,Baby Boomer
Otara-Papatoetoe Local Board Area,1490,2023,75-79 Years,True,Baby Boomer
Timaru District,1940,2018,75-79 Years,True,Silent
Ashburton District,1200,2018,75-79 Years,True,Silent
Selwyn District,1260,2018,75-79 Years,True,Silent
Christchurch City,10290,2018,75-79 Years,True,Silent
Waimakariri District,2160,2018,75-79 Years,True,Silent
Hurunui District,470,2018,75-79 Years,True,Silent
Westland District,310,2018,75-79 Years,True,Silent
Grey District,450,2018,75-79 Years,True,Silent
Buller District,390,2018,75-79 Years,True,Silent
Kaikoura District,160,2018,75-79 Years,True,Silent
Marlborough District,2070,2018,75-79 Years,True,Silent
Nelson City,1810,2018,75-79 Years,True,Silent
Tasman District,2060,2018,75-79 Years,True,Silent
South Wairarapa District,430,2018,75-79 Years,True,Silent
Mackenzie District,140,2018,75-79 Years,True,Silent
Carterton District,380,2018,75-79 Years,True,Silent
Wellington City,3840,2018,75-79 Years,True,Silent
Lower Hutt City,2750,2018,75-79 Years,True,Silent
Upper Hutt City,1200,2018,75-79 Years,True,Silent
Porirua City,1250,2018,75-79 Years,True,Silent
Kapiti Coast District,2850,2018,75-79 Years,True,Silent
Horowhenua District,1660,2018,75-79 Years,True,Silent
Tararua District,590,2018,75-79 Years,True,Silent
Palmerston North City,2300,2018,75-79 Years,True,Silent
Manawatu District,1010,2018,75-79 Years,True,Silent
Rangitikei District,540,2018,75-79 Years,True,Silent
Whanganui District,1780,2018,75-79 Years,True,Silent
Ruapehu District,350,2018,75-79 Years,True,Silent
South Taranaki District,840,2018,75-79 Years,True,Silent
Stratford District,290,2018,75-79 Years,True,Silent
Masterton District,1040,2018,75-79 Years,True,Silent
Manurewa Local Board Area,1810,2023,75-79 Years,True,Baby Boomer
Waimate District,380,2018,75-79 Years,True,Silent
Waitaki District,1020,2018,75-79 Years,True,Silent
Mangere-Otahuhu Local Board Area,1510,2023,75-79 Years,True,Baby Boomer
Howick Local Board Area,4450,2023,75-79 Years,True,Baby Boomer
Maungakiekie-Tamaki Local Board Area,1720,2023,75-79 Years,True,Baby Boomer
Orakei Local Board Area,3160,2023,75-79 Years,True,Baby Boomer
Puketapapa Local Board Area,1490,2023,75-79 Years,True,Baby Boomer
